hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Casa Linda Guatape,COP 305.340,"Puntuación: 8,8
8,8",Fabuloso,329,Guatape,2024-12-31,2025-01-01
Guatapé Country House Hotel,COP 176.000,"Puntuación: 9,2
9,2",Fantástico,335,Guatape,2024-12-31,2025-01-01
Porto Marina Hotel,COP 904.960,"Puntuación: 8,9
8,9",Fabuloso,576,Guatape,2024-12-31,2025-01-01
Hotel Mumu Guatapé,COP 510.000,"Puntuación: 8,5
8,5",Muy bien,657,Guatape,2024-12-31,2025-01-01
La Finca De Frida,COP 382.500,"Puntuación: 10
10",Excepcional,2,Guatape,2024-12-31,2025-01-01
Bosko,COP 1.495.000,"Puntuación: 9,1
9,1",Fantástico,251,Guatape,2024-12-31,2025-01-01
Hotel Portobelo Guatape,COP 200.000,"Puntuación: 8,9
8,9",Fabuloso,82,Guatape,2024-12-31,2025-01-01
ALTO VERDE HOTEL,COP 280.000,"Puntuación: 8,9
8,9",Fabuloso,50,Guatape,2024-12-31,2025-01-01
Hotel Lagos de Guatape,COP 120.000,"Puntuación: 8,9
8,9",Fabuloso,333,Guatape,2024-12-31,2025-01-01
Hotel San Juan Guatape,COP 120.000,"Puntuación: 8,4
8,4",Muy bien,13,Guatape,2024-12-31,2025-01-01
Casa Pastora,COP 140.000,"Puntuación: 9,3
9,3",Fantástico,3,Guatape,2024-12-31,2025-01-01
Hotel Chromatic,COP 280.000,"Puntuación: 9,1
9,1",Fantástico,49,Guatape,2024-12-31,2025-01-01
Babakan,COP 416.000,,,,Guatape,2024-12-31,2025-01-01
Apartahotel Avverato,COP 380.000,,,,Guatape,2024-12-31,2025-01-01
Refugio Selvatico,COP 260.000,"Puntuación: 7,3
7,3",Bien,11,Guatape,2024-12-31,2025-01-01
Loma Rent Home Guatape,COP 288.000,"Puntuación: 9,2
9,2",Fantástico,90,Guatape,2024-12-31,2025-01-01
Apartamento de lujo con acceso privado a la reserva,COP 345.600,,,,Guatape,2024-12-31,2025-01-01
Villagladys apartamento campestre,COP 156.800,,,,Guatape,2024-12-31,2025-01-01
Ecolodge Bahia del Peñón,COP 330.000,"Puntuación: 9,2
9,2",Fantástico,502,Guatape,2024-12-31,2025-01-01
Hotel Aguas Abiertas,COP 320.000,"Puntuación: 8,2
8,2",Muy bien,354,Guatape,2024-12-31,2025-01-01
"The Brown, Guatape, Autograph Collection",COP 1.532.400,"Puntuación: 8,8
8,8",Fabuloso,241,Guatape,2024-12-31,2025-01-01
Casa Lucía - Guatapé,COP 146.000,"Puntuación: 9,6
9,6",Excepcional,106,Guatape,2024-12-31,2025-01-01
Balcones de la Casona,COP 130.000,"Puntuación: 9,0
9,0",Fantástico,223,Guatape,2024-12-31,2025-01-01
Lake View Hostel,COP 200.000,"Puntuación: 8,6
8,6",Fabuloso,817,Guatape,2024-12-31,2025-01-01
CASA PASTORA,COP 110.000,,,,Guatape,2024-12-31,2025-01-01
