hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Portal Dorado,COP 110.000,"Puntuación: 7,6
7,6",Bien,56,MARINILLA,2025-02-03,2025-02-04
Hotel Ocaso Marinilla,COP 120.000,"Puntuación: 9,1
9,1",Fantástico,82,MARINILLA,2025-02-03,2025-02-04
Hotel Villa Colonia,COP 144.900,"Puntuación: 8,1
8,1",Muy bien,114,MARINILLA,2025-02-03,2025-02-04
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 210.000,"Puntuación: 9,2
9,2",Fantástico,189,MARINILLA,2025-02-03,2025-02-04
Hotel El Cordobes,COP 186.000,"Puntuación: 9,2
9,2",Fantástico,35,MARINILLA,2025-02-03,2025-02-04
HOSTERÍA BRISAS DEL RÍO,COP 220.000,"Puntuación: 8,5
8,5",Muy bien,4,MARINILLA,2025-02-03,2025-02-04
Hotel La Aldea del Oriente,COP 141.500,"Puntuación: 8,4
8,4",Muy bien,157,MARINILLA,2025-02-03,2025-02-04
Encanto Verde,COP 100.000,"Puntuación: 10
10",Excepcional,2,MARINILLA,2025-02-03,2025-02-04
Valerio Hotel Boutique,COP 287.280,"Puntuación: 9,0
9,0",Fantástico,31,MARINILLA,2025-02-03,2025-02-04
San José de las bromelias,COP 200.000,"Puntuación: 10
10",Excepcional,52,MARINILLA,2025-02-03,2025-02-04
Cabaña Starka & Jacuzzi,COP 280.000,"Puntuación: 9,9
9,9",Excepcional,28,MARINILLA,2025-02-03,2025-02-04
Glamping IKIGAI,COP 180.000,"Puntuación: 9,7
9,7",Excepcional,8,MARINILLA,2025-02-03,2025-02-04
Cabañas tipo glamping cerca al Peñol LUUM,COP 373.200,"Puntuación: 9,3
9,3",Fantástico,7,MARINILLA,2025-02-03,2025-02-04
Calida Cabaña Marinilla,COP 316.360,No disponible,No disponible,No disponible,MARINILLA,2025-02-03,2025-02-04
EL codobés Aparta Suite,COP 158.000,"Puntuación: 8,0
8,0",Muy bien,2,MARINILLA,2025-02-03,2025-02-04
Marinilla - Cabañas Perlas Black -,COP 368.480,"Puntuación: 9,5
9,5",Excepcional,2,MARINILLA,2025-02-03,2025-02-04
Cabaña sol de oriente,COP 125.560,"Puntuación: 10
10",Excepcional,1,MARINILLA,2025-02-03,2025-02-04
Estadía en cabaña #2 acogedora con Jacuzzi privado,COP 340.000,No disponible,No disponible,No disponible,MARINILLA,2025-02-03,2025-02-04
