hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Casa Colonial,COP 50.000,"Puntuación: 8,1
8,1",Muy bien,158,Mariquita,2025-01-31,2025-02-01
Katara Boutique Hotel,COP 80.000,"Puntuación: 8,7
8,7",Fabuloso,414,Mariquita,2025-01-31,2025-02-01
La Orquidea,COP 99.000,"Puntuación: 7,3
7,3",Bien,120,Mariquita,2025-01-31,2025-02-01
Hotel flamingo real T,COP 90.000,"Puntuación: 7,4
7,4",Bien,43,Mariquita,2025-01-31,2025-02-01
Los Potrillos,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,54,Mariquita,2025-01-31,2025-02-01
Hotel ZT,COP 80.000,"Puntuación: 8,2
8,2",Muy bien,36,Mariquita,2025-01-31,2025-02-01
La Luna by JR,COP 219.040,"Puntuación: 8,7
8,7",Fabuloso,74,Mariquita,2025-01-31,2025-02-01
Villa Tikuna,COP 120.000,"Puntuación: 8,7
8,7",Fabuloso,76,Mariquita,2025-01-31,2025-02-01
SAN SENDERISMO ROOM,COP 68.000,"Puntuación: 8,3
8,3",Muy bien,11,Mariquita,2025-01-31,2025-02-01
Hotel nelumbo,COP 230.000,"Puntuación: 9,3
9,3",Fantástico,20,Mariquita,2025-01-31,2025-02-01
Victoria Imperial Hotel,COP 180.000,"Puntuación: 8,9
8,9",Fabuloso,107,Mariquita,2025-01-31,2025-02-01
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 6,8
6,8",Puntuación,56,Mariquita,2025-01-31,2025-02-01
Hotel Boutique San Rafael,COP 350.320,"Puntuación: 9,0
9,0",Fantástico,29,Mariquita,2025-01-31,2025-02-01
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,5
9,5",Excepcional,55,Mariquita,2025-01-31,2025-02-01
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,13,Mariquita,2025-01-31,2025-02-01
La mejor opción para tu descanso y recreación.,COP 350.000,"Puntuación: 9,6
9,6",Excepcional,24,Mariquita,2025-01-31,2025-02-01
Hotel Brisas La Gaviota Mariquit-Tolima,COP 351.440,"Puntuación: 9,5
9,5",Excepcional,101,Mariquita,2025-01-31,2025-02-01
Casa de la Cruz,COP 140.000,"Puntuación: 10
10",Excepcional,5,Mariquita,2025-01-31,2025-02-01
Hotel B & C,COP 150.000,"Puntuación: 8,5
8,5",Muy bien,42,Mariquita,2025-01-31,2025-02-01
Casa descanso Mariquita,COP 450.000,"Puntuación: 9,0
9,0",Fantástico,11,Mariquita,2025-01-31,2025-02-01
Casa Hotel Victoria Real,COP 198.000,"Puntuación: 9,2
9,2",Fantástico,49,Mariquita,2025-01-31,2025-02-01
Hotel OASIS,COP 70.000,"Puntuación: 1,0
1,0",Puntuación,1,Mariquita,2025-01-31,2025-02-01
Apartamento Vacacional Campestre,COP 189.000,"Puntuación: 8,4
8,4",Muy bien,24,Mariquita,2025-01-31,2025-02-01
Hotel Luna Llena,COP 90.000,"Puntuación: 8,7
8,7",Fabuloso,16,Mariquita,2025-01-31,2025-02-01
Villa Tikuna Rústico,COP 150.000,"Puntuación: 8,5
8,5",Muy bien,8,Mariquita,2025-01-31,2025-02-01
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,9
9,9",Excepcional,15,El peñol,2025-01-31,2025-02-01
KABINE,COP 413.440,"Puntuación: 9,6
9,6",Excepcional,31,El peñol,2025-01-31,2025-02-01
Breeze Glamping -Guatape,COP 430.000,"Puntuación: 9,8
9,8",Excepcional,67,El peñol,2025-01-31,2025-02-01
Finca Visionaria Con Jacuzzi Magico,COP 120.000,"Puntuación: 9,5
9,5",Excepcional,99,El peñol,2025-01-31,2025-02-01
Hotel Nova El Peñol,COP 226.000,"Puntuación: 9,2
9,2",Fantástico,88,El peñol,2025-01-31,2025-02-01
HOTEL EL POTRILLO,COP 220.000,"Puntuación: 8,1
8,1",Muy bien,65,El peñol,2025-01-31,2025-02-01
HOTEL Mirador Cielo Blue,COP 241.200,"Puntuación: 8,1
8,1",Muy bien,26,El peñol,2025-01-31,2025-02-01
Bramasole Hotel Boutique - El Peñol,COP 170.000,"Puntuación: 9,0
9,0",Fantástico,12,El peñol,2025-01-31,2025-02-01
Eden Hotel,COP 100.000,"Puntuación: 8,4
8,4",Muy bien,33,El peñol,2025-01-31,2025-02-01
San Antonio,COP 110.000,"Puntuación: 10
10",Excepcional,3,El peñol,2025-01-31,2025-02-01
Casa de campo MARU,COP 952.880,"Puntuación: 7,2
7,2",Bien,4,El peñol,2025-01-31,2025-02-01
Cabaña del Embalse con vista espectacular y Starlink,COP 180.000,"Puntuación: 10
10",Excepcional,17,El peñol,2025-01-31,2025-02-01
Glamping Samadhi - el Peñol,COP 246.500,"Puntuación: 9,7
9,7",Excepcional,3,El peñol,2025-01-31,2025-02-01
Villas Julieta,COP 316.000,"Puntuación: 10
10",Excepcional,1,El peñol,2025-01-31,2025-02-01
"Magic View El peñol, Guatapé",COP 360.000,No disponible,No disponible,No disponible,El peñol,2025-01-31,2025-02-01
Cabaña con jacuzzi y acceso al embalse - Portum II,COP 400.000,"Puntuación: 8,8
8,8",Fabuloso,5,El peñol,2025-01-31,2025-02-01
Finca La Marina El peñol Guatape,COP 496.000,"Puntuación: 10
10",Excepcional,1,El peñol,2025-01-31,2025-02-01
Cabaña Refugio de Ángeles,COP 508.500,"Puntuación: 9,0
9,0",Fantástico,2,El peñol,2025-01-31,2025-02-01
Cabaña La Capilla El Peñol,COP 270.000,"Puntuación: 10
10",Excepcional,3,El peñol,2025-01-31,2025-02-01
M203-Dakeva,COP 518.400,No disponible,No disponible,No disponible,El peñol,2025-01-31,2025-02-01
Cabaña con jacuzzi y acceso al embalse - Portum I,COP 450.000,"Puntuación: 9,7
9,7",Excepcional,3,El peñol,2025-01-31,2025-02-01
Cabaña con jacuzzi y acceso al embalse Portum III,COP 400.000,"Puntuación: 9,5
9,5",Excepcional,6,El peñol,2025-01-31,2025-02-01
Villa San Juan,COP 540.000,"Puntuación: 9,5
9,5",Excepcional,2,El peñol,2025-01-31,2025-02-01
Chalet Peñol Jacuzzi,COP 414.000,"Puntuación: 8,5
8,5",Muy bien,2,El peñol,2025-01-31,2025-02-01
Cabaña Las Flores en Guatapé,COP 700.000,No disponible,No disponible,No disponible,El peñol,2025-01-31,2025-02-01
Sonesta Hotel Pereira,COP 450.000,"Puntuación: 9,0
9,0",Fantástico,1.653,Pereira,2025-01-31,2025-02-01
Movich Hotel de Pereira,COP 463.200,"Puntuación: 9,0
9,0",Fantástico,1.643,Pereira,2025-01-31,2025-02-01
Hotel Soratama,COP 275.000,"Puntuación: 8,7
8,7",Fabuloso,2.004,Pereira,2025-01-31,2025-02-01
Hotel Tangara,COP 93.500,"Puntuación: 7,5
7,5",Bien,999,Pereira,2025-01-31,2025-02-01
Hotel paradise del cafe,COP 180.000,"Puntuación: 8,6
8,6",Fabuloso,1.392,Pereira,2025-01-31,2025-02-01
Hotel Go Pereira,COP 127.500,"Puntuación: 6,3
6,3",Puntuación,819,Pereira,2025-01-31,2025-02-01
M1145 Aparta Loft,COP 81.000,"Puntuación: 7,8
7,8",Bien,637,Pereira,2025-01-31,2025-02-01
Zi One Luxury Hotel,COP 234.180,"Puntuación: 8,7
8,7",Fabuloso,1.171,Pereira,2025-01-31,2025-02-01
HOTEL CATALUÑA - SOLUCIONES HOTELERAs,COP 128.260,"Puntuación: 8,8
8,8",Fabuloso,939,Pereira,2025-01-31,2025-02-01
Hotel Condina Pereira,COP 128.800,"Puntuación: 6,9
6,9",Puntuación,702,Pereira,2025-01-31,2025-02-01
GHL Hotel Abadia Plaza,COP 270.000,"Puntuación: 8,5
8,5",Muy bien,863,Pereira,2025-01-31,2025-02-01
Hotel Suite Center Pereira,COP 112.420,"Puntuación: 7,9
7,9",Bien,867,Pereira,2025-01-31,2025-02-01
Casa Azul Boutique Hostel,COP 126.500,"Puntuación: 8,7
8,7",Fabuloso,443,Pereira,2025-01-31,2025-02-01
Ayenda 1120 Hotel Comercial,COP 80.920,"Puntuación: 6,7
6,7",Puntuación,491,Pereira,2025-01-31,2025-02-01
El Gran Hotel de Pereira,COP 252.160,"Puntuación: 8,3
8,3",Muy bien,835,Pereira,2025-01-31,2025-02-01
Hotel Simón Plaza,COP 127.500,"Puntuación: 8,1
8,1",Muy bien,647,Pereira,2025-01-31,2025-02-01
San Simon Hotel Pereira By Soratama,COP 248.000,"Puntuación: 8,9
8,9",Fabuloso,837,Pereira,2025-01-31,2025-02-01
Hotel Castilla Real,COP 384.300,"Puntuación: 9,4
9,4",Fantástico,525,Pereira,2025-01-31,2025-02-01
Hotel Alamos Del Parque,COP 233.000,"Puntuación: 8,7
8,7",Fabuloso,319,Pereira,2025-01-31,2025-02-01
Hotel Otún Plaza Pereira,COP 102.000,"Puntuación: 6,8
6,8",Puntuación,71,Pereira,2025-01-31,2025-02-01
Hotel Z3,COP 218.120,"Puntuación: 8,0
8,0",Muy bien,446,Pereira,2025-01-31,2025-02-01
Hotel Spa La Colina,COP 649.000,"Puntuación: 8,9
8,9",Fabuloso,421,Pereira,2025-01-31,2025-02-01
Habitat Suites Hotel,COP 210.920,"Puntuación: 8,4
8,4",Muy bien,740,Pereira,2025-01-31,2025-02-01
Finca Hotel Yerbabuena,COP 267.360,"Puntuación: 8,8
8,8",Fabuloso,559,Pereira,2025-01-31,2025-02-01
Hotel Plaza Real Pereira,COP 68.860,"Puntuación: 6,9
6,9",Puntuación,65,Pereira,2025-01-31,2025-02-01
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,9
9,9",Excepcional,15,EL PEÑOL,2025-01-31,2025-02-01
KABINE,COP 413.440,"Puntuación: 9,6
9,6",Excepcional,31,EL PEÑOL,2025-01-31,2025-02-01
Breeze Glamping -Guatape,COP 430.000,"Puntuación: 9,8
9,8",Excepcional,67,EL PEÑOL,2025-01-31,2025-02-01
Finca Visionaria Con Jacuzzi Magico,COP 120.000,"Puntuación: 9,5
9,5",Excepcional,99,EL PEÑOL,2025-01-31,2025-02-01
Hotel Nova El Peñol,COP 226.000,"Puntuación: 9,2
9,2",Fantástico,88,EL PEÑOL,2025-01-31,2025-02-01
HOTEL EL POTRILLO,COP 220.000,"Puntuación: 8,1
8,1",Muy bien,65,EL PEÑOL,2025-01-31,2025-02-01
HOTEL Mirador Cielo Blue,COP 241.200,"Puntuación: 8,1
8,1",Muy bien,26,EL PEÑOL,2025-01-31,2025-02-01
Bramasole Hotel Boutique - El Peñol,COP 170.000,"Puntuación: 9,0
9,0",Fantástico,12,EL PEÑOL,2025-01-31,2025-02-01
Eden Hotel,COP 100.000,"Puntuación: 8,4
8,4",Muy bien,33,EL PEÑOL,2025-01-31,2025-02-01
San Antonio,COP 110.000,"Puntuación: 10
10",Excepcional,3,EL PEÑOL,2025-01-31,2025-02-01
Casa de campo MARU,COP 952.880,"Puntuación: 7,2
7,2",Bien,4,EL PEÑOL,2025-01-31,2025-02-01
Cabaña del Embalse con vista espectacular y Starlink,COP 180.000,"Puntuación: 10
10",Excepcional,17,EL PEÑOL,2025-01-31,2025-02-01
Glamping Samadhi - el Peñol,COP 246.500,"Puntuación: 9,7
9,7",Excepcional,3,EL PEÑOL,2025-01-31,2025-02-01
Villas Julieta,COP 316.000,"Puntuación: 10
10",Excepcional,1,EL PEÑOL,2025-01-31,2025-02-01
