hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Condina Pereira,COP 81.820,"Puntuación: 6,9
6,9",Puntuación,741,Pereira,2025-02-15,2025-02-16
Ecoparadise Hotel,COP 270.000,"Puntuación: 8,1
8,1",Muy bien,102,Pereira,2025-02-15,2025-02-16
Santorini Apartamentos Amoblados,COP 180.000,"Puntuación: 8,2
8,2",Muy bien,255,Pereira,2025-02-15,2025-02-16
Ecohotel La Casona Pereira,COP 76.500,"Puntuación: 7,2
7,2",Bien,855,Pereira,2025-02-15,2025-02-16
Hotel Soratama,COP 268.000,"Puntuación: 8,7
8,7",Fabuloso,2.000,Pereira,2025-02-15,2025-02-16
Hotel Go Pereira,COP 119.000,"Puntuación: 6,3
6,3",Puntuación,817,Pereira,2025-02-15,2025-02-16
Zi One Luxury Hotel,COP 234.180,"Puntuación: 8,7
8,7",Fabuloso,1.179,Pereira,2025-02-15,2025-02-16
Hotel Dibeni Pereira,COP 93.500,"Puntuación: 7,6
7,6",Bien,1.283,Pereira,2025-02-15,2025-02-16
Hotel Tangara,COP 99.000,"Puntuación: 7,6
7,6",Bien,1.011,Pereira,2025-02-15,2025-02-16
Habitat Suites Hotel,COP 166.980,"Puntuación: 8,4
8,4",Muy bien,733,Pereira,2025-02-15,2025-02-16
Hotel Suite Center Pereira,COP 102.000,"Puntuación: 7,9
7,9",Bien,873,Pereira,2025-02-15,2025-02-16
Epic Suites x Ahead,COP 139.180,"Puntuación: 8,9
8,9",Fabuloso,181,Pereira,2025-02-15,2025-02-16
"GURUS FR | Hermoso hospedaje cerca a La Rebeca, Arboleda",COP 71.260,"Puntuación: 8,6
8,6",Fabuloso,5,Pereira,2025-02-15,2025-02-16
Hermoso Loft en Cerritos Pereira Colombia,COP 233.600,No disponible,No disponible,No disponible,Pereira,2025-02-15,2025-02-16
Hotel Simón Plaza,COP 81.000,"Puntuación: 8,1
8,1",Muy bien,631,Pereira,2025-02-15,2025-02-16
Apartamentos Loft Mikonos,COP 250.000,"Puntuación: 8,9
8,9",Fabuloso,142,Pereira,2025-02-15,2025-02-16
NOGAL SPA & HOSTEl,COP 123.200,"Puntuación: 9,0
9,0",Fantástico,42,Pereira,2025-02-15,2025-02-16
Apartaloft 104 Near to hospital San Jorge Pereira,COP 71.200,No disponible,No disponible,No disponible,Pereira,2025-02-15,2025-02-16
Hotel Catalina Plaza Pereira,COP 72.900,"Puntuación: 7,4
7,4",Bien,8,Pereira,2025-02-15,2025-02-16
Hotel Castilla Real,COP 223.660,"Puntuación: 9,4
9,4",Fantástico,525,Pereira,2025-02-15,2025-02-16
Hospedaje 11-11,COP 100.000,"Puntuación: 7,1
7,1",Bien,10,Pereira,2025-02-15,2025-02-16
M1145 Aparta Loft,COP 84.600,"Puntuación: 7,8
7,8",Bien,638,Pereira,2025-02-15,2025-02-16
Zenith Bed & Breakfast,COP 190.000,"Puntuación: 9,8
9,8",Excepcional,26,Pereira,2025-02-15,2025-02-16
Hotel Palo Grande CF Pereira,COP 124.960,"Puntuación: 8,8
8,8",Fabuloso,335,Pereira,2025-02-15,2025-02-16
Hotel Inter del Café,COP 102.000,"Puntuación: 7,3
7,3",Bien,310,Pereira,2025-02-15,2025-02-16
Hotel Boutique San Rafael,COP 350.320,"Puntuación: 9,0
9,0",Fantástico,29,Mariquita,2025-02-15,2025-02-16
Casa Colonial,COP 120.000,"Puntuación: 8,1
8,1",Muy bien,160,Mariquita,2025-02-15,2025-02-16
La Orquidea,COP 75.000,"Puntuación: 7,4
7,4",Bien,118,Mariquita,2025-02-15,2025-02-16
Hotel flamingo real T,COP 90.000,"Puntuación: 7,5
7,5",Bien,44,Mariquita,2025-02-15,2025-02-16
La Luna by JR,COP 293.720,"Puntuación: 8,8
8,8",Fabuloso,73,Mariquita,2025-02-15,2025-02-16
La mejor opción para tu descanso y recreación.,COP 406.000,"Puntuación: 9,6
9,6",Excepcional,24,Mariquita,2025-02-15,2025-02-16
Victoria Imperial Hotel,COP 180.000,"Puntuación: 8,9
8,9",Fabuloso,106,Mariquita,2025-02-15,2025-02-16
Villa Tikuna,COP 120.000,"Puntuación: 8,7
8,7",Fabuloso,77,Mariquita,2025-02-15,2025-02-16
Casa del encanto II,COP 128.000,"Puntuación: 9,5
9,5",Excepcional,68,Mariquita,2025-02-15,2025-02-16
Los Potrillos,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,55,Mariquita,2025-02-15,2025-02-16
Hotel ZT,COP 79.200,"Puntuación: 8,2
8,2",Muy bien,36,Mariquita,2025-02-15,2025-02-16
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,14,Mariquita,2025-02-15,2025-02-16
Hotel Brisas La Gaviota Mariquit-Tolima,COP 328.760,"Puntuación: 9,5
9,5",Excepcional,100,Mariquita,2025-02-15,2025-02-16
Casa de descanso,COP 122.400,"Puntuación: 8,9
8,9",Fabuloso,32,Mariquita,2025-02-15,2025-02-16
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 6,8
6,8",Puntuación,53,Mariquita,2025-02-15,2025-02-16
Casa Hotel Victoria Real,COP 198.000,"Puntuación: 9,2
9,2",Fantástico,49,Mariquita,2025-02-15,2025-02-16
Hotel Luna Llena,COP 90.000,"Puntuación: 8,7
8,7",Fabuloso,16,Mariquita,2025-02-15,2025-02-16
Hotel nelumbo,COP 230.000,"Puntuación: 9,3
9,3",Fantástico,21,Mariquita,2025-02-15,2025-02-16
Hospedaje Casa de Colores,COP 99.000,No disponible,No disponible,No disponible,Mariquita,2025-02-15,2025-02-16
Casa de la Cruz,COP 140.000,"Puntuación: 10
10",Excepcional,6,Mariquita,2025-02-15,2025-02-16
Jerusalén Hotel Boutique,COP 150.000,"Puntuación: 10
10",Excepcional,1,Mariquita,2025-02-15,2025-02-16
Hotel OASIS,COP 70.000,"Puntuación: 1,0
1,0",Puntuación,1,Mariquita,2025-02-15,2025-02-16
PatioVentura Casa Solar,COP 120.000,No disponible,No disponible,No disponible,Mariquita,2025-02-15,2025-02-16
La Casa de Doña María,COP 144.000,"Puntuación: 8,5
8,5",Muy bien,8,Mariquita,2025-02-15,2025-02-16
Villa Tikuna Rústico,COP 150.000,"Puntuación: 8,5
8,5",Muy bien,8,Mariquita,2025-02-15,2025-02-16
Hotel Portal Guatapé,COP 121.140,"Puntuación: 8,4
8,4",Muy bien,86,GUATAPÉ,2025-02-15,2025-02-16
Soy Local Guatape,COP 186.160,"Puntuación: 8,0
8,0",Muy bien,2.694,GUATAPÉ,2025-02-15,2025-02-16
Lake View Hostel,COP 167.200,"Puntuación: 8,7
8,7",Fabuloso,760,GUATAPÉ,2025-02-15,2025-02-16
Hotel Los Recuerdos,COP 460.000,"Puntuación: 8,4
8,4",Muy bien,953,GUATAPÉ,2025-02-15,2025-02-16
Hermosa casa de campo en GUATAPÉ,COP 304.840,"Puntuación: 9,5
9,5",Excepcional,137,GUATAPÉ,2025-02-15,2025-02-16
Hotel Bahia Guatape,COP 162.000,"Puntuación: 8,1
8,1",Muy bien,120,GUATAPÉ,2025-02-15,2025-02-16
Hotel Casa Verde Guatapé,COP 79.920,"Puntuación: 8,6
8,6",Fabuloso,514,GUATAPÉ,2025-02-15,2025-02-16
Ecolodge Bahia del Peñón,COP 415.000,"Puntuación: 9,3
9,3",Fantástico,476,GUATAPÉ,2025-02-15,2025-02-16
Viajero Guatapé Hostel & Lake Club,COP 278.000,"Puntuación: 9,1
9,1",Fantástico,258,GUATAPÉ,2025-02-15,2025-02-16
Finca-hotel Montecarlo Guatape by Hope,COP 180.000,"Puntuación: 9,5
9,5",Excepcional,428,GUATAPÉ,2025-02-15,2025-02-16
"Aptos Plaza Principal, con y sin Vista al Embalse, frente Autobús, a 8 minutos de la Piedra del Peñol, TODO CERCA!!!",COP 154.700,"Puntuación: 8,3
8,3",Muy bien,439,GUATAPÉ,2025-02-15,2025-02-16
Hotel Portobelo Guatape,COP 150.000,"Puntuación: 9,0
9,0",Fantástico,108,GUATAPÉ,2025-02-15,2025-02-16
Serendipity Hospedaje Boutique,COP 400.000,"Puntuación: 9,7
9,7",Excepcional,246,GUATAPÉ,2025-02-15,2025-02-16
Glamping The Mountain,COP 625.000,"Puntuación: 9,1
9,1",Fantástico,167,GUATAPÉ,2025-02-15,2025-02-16
VOLARE Guatapé isla,COP 454.300,"Puntuación: 9,4
9,4",Fantástico,138,GUATAPÉ,2025-02-15,2025-02-16
Hotel Stay Guatape a dos cuadras del parque,COP 189.000,"Puntuación: 7,8
7,8",Bien,22,GUATAPÉ,2025-02-15,2025-02-16
Apartamento frente al malecón,COP 130.500,"Puntuación: 8,7
8,7",Fabuloso,102,GUATAPÉ,2025-02-15,2025-02-16
BubbleSky Glamping Guatapé,COP 563.520,"Puntuación: 8,9
8,9",Fabuloso,467,GUATAPÉ,2025-02-15,2025-02-16
Las Palmas Apartamentos Guatapé,COP 209.000,"Puntuación: 9,2
9,2",Fantástico,57,GUATAPÉ,2025-02-15,2025-02-16
Hotel Verony Guatape,COP 259.680,"Puntuación: 8,2
8,2",Muy bien,1.458,GUATAPÉ,2025-02-15,2025-02-16
Cabañas La Honda,COP 225.000,"Puntuación: 9,1
9,1",Fantástico,45,GUATAPÉ,2025-02-15,2025-02-16
The Rock Guatape,COP 194.400,"Puntuación: 9,0
9,0",Fantástico,1.046,GUATAPÉ,2025-02-15,2025-02-16
Roble Colonial - Apartahotel en Guatapé,COP 339.700,"Puntuación: 9,8
9,8",Excepcional,74,GUATAPÉ,2025-02-15,2025-02-16
Springfield Ecoloft- Guatapé,COP 240.000,"Puntuación: 8,9
8,9",Fabuloso,48,GUATAPÉ,2025-02-15,2025-02-16
Hotel Las Vegas,COP 149.000,"Puntuación: 7,8
7,8",Bien,1.070,GUATAPÉ,2025-02-15,2025-02-16
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,1
9,1",Fantástico,96,El peñol,2025-02-15,2025-02-16
HOTEL EL POTRILLO,COP 220.000,"Puntuación: 8,1
8,1",Muy bien,65,El peñol,2025-02-15,2025-02-16
HOTEL Mirador Cielo Blue,COP 228.380,"Puntuación: 8,1
8,1",Muy bien,26,El peñol,2025-02-15,2025-02-16
