hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Nova El Peñol,COP 150.000,"Puntuación: 9,2",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Suite Gold RockGlamping,COP 165.880,"Puntuación: 9,8",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
HOTEL Mirador Cielo Blue,COP 157.260,"Puntuación: 8,3",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Eden Hotel,COP 120.000,"Puntuación: 8,7",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
KABINE,COP 413.440,"Puntuación: 9,8",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,6",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
"Finca Palma de Coco, Municipio de el Peñol Antioquia",COP 612.000,Puntuación: 10,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Entre Colinas Lodge,COP 182.420,Puntuación: 10,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Cabaña Granja Wayra,COP 99.000,"Puntuación: 9,7",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Cabaña con jacuzzi y acceso al embalse Portum III,COP 380.000,"Puntuación: 9,4",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Bramasole Hotel Boutique - El Peñol,COP 170.000,"Puntuación: 9,2",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Casa Campo con Encanto,COP 1.020.000,No disponible,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Cinco Elementos,COP 293.760,Puntuación: 10,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
San Antonio,COP 110.000,Puntuación: 10,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Casa de Campo Monblack,COP 2.090.000,No disponible,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Villas Julieta,COP 320.000,Puntuación: 10,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Villa Deluxe Curazao,COP 623.100,No disponible,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Cómodo apartament tipo loft en El Peñol,COP 140.000,"Puntuación: 9,5",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Cabaña con jacuzzi y acceso al embalse - Portum II,COP 400.000,"Puntuación: 8,8",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Hotel Lindo Amanecer,COP 96.000,No disponible,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
HOTEL EL POTRILLO,COP 200.000,"Puntuación: 8,1",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Chalet Peñol Jacuzzi,COP 372.600,"Puntuación: 9,0",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Chalet Glamping Eco Foret,COP 382.500,Puntuación: 10,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Loge Cabaña peñol-Guatape,COP 224.000,"Puntuación: 8,3",No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Los Bambúes,COP 350.000,No disponible,No disponible,No disponible,EL PEÑOL,2025-05-23,2025-05-24
Descanso Bajo La Piedra Del Peñol,COP 112.780,"Puntuación: 9,6",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
The Boato Hotel,COP 485.460,"Puntuación: 9,0",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Porto Marina Hotel,COP 503.200,"Puntuación: 8,8",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Hotel Verony Guatape,COP 173.760,"Puntuación: 8,2",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
BubbleSky Glamping Guatapé,COP 389.560,"Puntuación: 8,8",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Vivanti Resort,COP 1.167.720,"Puntuación: 9,0",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Hotel Las Vegas,COP 84.000,"Puntuación: 7,6",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Piedra del Peñol Hotel,COP 184.680,"Puntuación: 9,0",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Hotel Casa Linda Guatape,COP 194.500,"Puntuación: 8,7",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Montecielo Hosting,COP 324.000,"Puntuación: 8,9",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
La Pausa Hotelbistro,COP 513.360,"Puntuación: 9,6",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Hotel Los Recuerdos,COP 375.000,"Puntuación: 8,4",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Hotel Bahia Guatape,COP 84.600,"Puntuación: 8,4",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
La Madriguera,COP 297.000,"Puntuación: 8,8",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Soy Local Guatape,COP 130.320,"Puntuación: 8,0",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Hotel Zocalo Campestre,COP 315.000,"Puntuación: 9,2",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Viajero Guatapé Hostel & Lake Club,COP 242.000,"Puntuación: 9,0",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Oak Tree house,COP 87.300,"Puntuación: 8,8",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Jordan Hotel Boutique,COP 305.800,"Puntuación: 9,7",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Mumu by Bernalo Hotels,COP 330.640,"Puntuación: 8,6",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
El Trebol,COP 217.500,"Puntuación: 9,6",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Balcones de la Casona,COP 72.000,"Puntuación: 9,3",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Roble Colonial - Apartamentos Deluxe en Guatapé,COP 209.440,"Puntuación: 9,7",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Atma Villas,COP 603.300,"Puntuación: 8,7",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
"The Brown, Guatape, Autograph Collection",COP 1.145.080,"Puntuación: 9,0",No disponible,No disponible,Guatapé,2025-05-23,2025-05-24
Hotel Nova El Peñol,COP 150.000,"Puntuación: 9,2",No disponible,No disponible,El peñol,2025-05-23,2025-05-24
Casa Campo con Encanto,COP 1.020.000,No disponible,No disponible,No disponible,El peñol,2025-05-23,2025-05-24
Hermosa Finca Con Piscina y Jacuzzi,COP 715.020,No disponible,No disponible,No disponible,El peñol,2025-05-23,2025-05-24
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,6",No disponible,No disponible,El peñol,2025-05-23,2025-05-24
Eden Hotel,COP 120.000,"Puntuación: 8,7",No disponible,No disponible,El peñol,2025-05-23,2025-05-24
