precio,nombre,calificacion,ciudad,check_in,check_out
COP 377.600,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,5
9,5
Excepcional
99 comentarios",Mariquita,2025-02-19,2025-02-20
COP 784.720,Domus Glamping Guatapé,"Puntuación: 9,5
9,5
Excepcional
88 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 322.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,1
9,1
Fantástico
171 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 176.400,Hotel Spa Bliss Guatape,"Puntuación: 8,7
8,7
Fabuloso
27 comentarios",GUATAPÉ,2025-02-19,2025-02-20
COP 688.000,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
22 comentarios","MARINILLA, ANTIOQUIA",2025-02-19,2025-02-20
COP 350.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
6 comentarios",GUATAPÉ,2025-02-19,2025-02-20
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","El peñol, Guatapé",2025-02-19,2025-02-20
COP 302.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,8
7,8
Bien
22 comentarios",GUATAPÉ,2025-02-19,2025-02-20
COP 575.580,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 431.680,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 1.400.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 490.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 392.000,Finca La Marina El peñol Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-19,2025-02-20
COP 1.415.120,Mirador del Lago Hotel,"Puntuación: 8,9
8,9
Fabuloso
981 comentarios",EL PEÑOL,2025-02-19,2025-02-20
COP 350.000,Villas Guatapé,"Puntuación: 9,5
9,5
Excepcional
2 comentarios",El peñol ,2025-02-19,2025-02-20
COP 236.600,Hotel Z3 Pereira,"Puntuación: 8,0
8,0
Muy bien
455 comentarios",Pereira,2025-02-19,2025-02-20
COP 150.000,Hotel Portobelo Guatape,"Puntuación: 9,0
9,0
Fantástico
109 comentarios",Guatapé ,2025-02-19,2025-02-20
COP 302.080,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,5
9,5
Excepcional
99 comentarios",Mariquita,2025-02-20,2025-02-21
COP 784.720,Domus Glamping Guatapé,"Puntuación: 9,5
9,5
Excepcional
88 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 268.800,1714 Hotel Boutique Guatapé,"Puntuación: 9,1
9,1
Fantástico
171 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 141.120,Hotel Spa Bliss Guatape,"Puntuación: 8,7
8,7
Fabuloso
27 comentarios",GUATAPÉ,2025-02-20,2025-02-21
COP 688.000,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
22 comentarios","MARINILLA, ANTIOQUIA",2025-02-20,2025-02-21
COP 280.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
6 comentarios",GUATAPÉ,2025-02-20,2025-02-21
COP 392.000,Finca La Marina El peñol Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","El peñol, Guatapé",2025-02-20,2025-02-21
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,8
7,8
Bien
22 comentarios",GUATAPÉ,2025-02-20,2025-02-21
COP 431.680,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 431.680,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 1.120.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 416.500,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 392.000,Finca La Marina El peñol Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-20,2025-02-21
COP 860.120,Mirador del Lago Hotel,"Puntuación: 8,9
8,9
Fabuloso
981 comentarios",EL PEÑOL,2025-02-20,2025-02-21
COP 350.000,Villas Guatapé,"Puntuación: 9,5
9,5
Excepcional
2 comentarios",El peñol ,2025-02-20,2025-02-21
COP 178.080,Hotel Z3 Pereira,"Puntuación: 8,0
8,0
Muy bien
455 comentarios",Pereira,2025-02-20,2025-02-21
COP 150.000,Hotel Portobelo Guatape,"Puntuación: 9,0
9,0
Fantástico
109 comentarios",Guatapé ,2025-02-20,2025-02-21
COP 328.760,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,5
9,5
Excepcional
99 comentarios",Mariquita,2025-02-21,2025-02-22
COP 852.960,Domus Glamping Guatapé,"Puntuación: 9,5
9,5
Excepcional
88 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 446.880,1714 Hotel Boutique Guatapé,"Puntuación: 9,1
9,1
Fantástico
171 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 185.920,Hotel Spa Bliss Guatape,"Puntuación: 8,7
8,7
Fabuloso
27 comentarios",GUATAPÉ,2025-02-21,2025-02-22
COP 688.000,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
22 comentarios","MARINILLA, ANTIOQUIA",2025-02-21,2025-02-22
COP 347.200,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
6 comentarios",GUATAPÉ,2025-02-21,2025-02-22
COP 440.000,Finca La Marina El peñol Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","El peñol, Guatapé",2025-02-21,2025-02-22
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 189.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,8
7,8
Bien
22 comentarios",GUATAPÉ,2025-02-21,2025-02-22
COP 487.500,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 487.500,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 1.120.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 467.500,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 440.000,Finca La Marina El peñol Guatape,"Puntuación: 9,8
9,8
Excepcional
68 comentarios","EL PEÑOL, GUATAPÉ",2025-02-21,2025-02-22
COP 1.145.680,Mirador del Lago Hotel,"Puntuación: 8,9
8,9
Fabuloso
981 comentarios",EL PEÑOL,2025-02-21,2025-02-22
COP 350.000,Villas Guatapé,"Puntuación: 9,5
9,5
Excepcional
2 comentarios",El peñol ,2025-02-21,2025-02-22
COP 178.080,Hotel Z3 Pereira,"Puntuación: 8,0
8,0
Muy bien
455 comentarios",Pereira,2025-02-21,2025-02-22
COP 150.000,Hotel Portobelo Guatape,"Puntuación: 9,0
9,0
Fantástico
109 comentarios",Guatapé ,2025-02-21,2025-02-22
