precio,nombre,calificacion,ciudad,check_in,check_out
0,Hotel Brisas La Gaviota Mariquit-Tolima,No disponible,Mariquita,2025-05-04,2025-05-05
0,Domus Glamping Guatapé,No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,1714 Hotel Boutique Guatapé,No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,Hotel Spa Bliss Guatape,No disponible,GUATAPÉ,2025-05-04,2025-05-05
0,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,No disponible,"MARINILLA, ANTIOQUIA",2025-05-04,2025-05-05
0,Hobbit Hotel Ecolodge- Guatapé,No disponible,GUATAPÉ,2025-05-04,2025-05-05
0,"Marina Navegar- El peñol, Guatape",No disponible,"El peñol, Guatapé",2025-05-04,2025-05-05
0,Hotel Omaga El peñol- Guatape,No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,Hotel Stay Guatape a dos cuadras del parque,No disponible,GUATAPÉ,2025-05-04,2025-05-05
0,Hotel Campestre Alto lindo en Guatapé,No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,Finca con jacuzzi a 15min de Guatape,No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,"Finca Parcelación Alemania 1 El peñol, Guatapé",No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,"Finca la Marina el peñol,Guatapé",No disponible,"EL PEÑOL, GUATAPÉ",2025-05-04,2025-05-05
0,Hotel y Termales Castillo Del Lago Guatape,No disponible,EL PEÑOL,2025-05-04,2025-05-05
0,1811 Villas Guatapé,No disponible,El peñol ,2025-05-04,2025-05-05
0,Hotel Z3,No disponible,Pereira,2025-05-04,2025-05-05
0,Hotel Portobelo Guatape,No disponible,Guatapé ,2025-05-04,2025-05-05
0,La Herradura lodge,No disponible,Santa rosa de cabal,2025-05-04,2025-05-05
0,Hotel El Alba,No disponible,Cali,2025-05-04,2025-05-05
