precio,nombre,calificacion,ciudad,check_in,check_out
COP 158.400,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
92 comentarios",Mariquita,2025-06-30,2025-07-01
COP 120.000,Domus Glamping Guatapé,"Puntuación: 9,6
9,6
Excepcional
77 comentarios","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 120.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
188 comentarios","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 120.000,Hotel Spa Bliss Guatape,"Puntuación: 8,9
8,9
Fabuloso
44 comentarios",GUATAPÉ,2025-06-30,2025-07-01
COP 316.360,Calida Cabaña Marinilla,"Puntuación: 8,4
8,4
Muy bien
142 comentarios","MARINILLA, ANTIOQUIA",2025-06-30,2025-07-01
COP 120.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 9,9
9,9
Excepcional
9 comentarios",GUATAPÉ,2025-06-30,2025-07-01
COP 158.400,Hotel Ocaso Marinilla,"Puntuación: 9,0
9,0
Fantástico
104 comentarios","El peñol, Guatapé",2025-06-30,2025-07-01
COP 319.200,Hobbit Hotel El peñol Guatapé,"Puntuación: 9,9
9,9
Excepcional
9 comentarios","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 179.400,Apto Carmelina - a solo dos cuadras del parque,"Puntuación: 10
10
Excepcional
1 comentario",GUATAPÉ,2025-06-30,2025-07-01
COP 120.000,Hotel Campestre Alto lindo en Guatapé,"Puntuación: 8,5
8,5
Muy bien
43 comentarios","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 433.120,Loft El Ranch Playa a 10 minutos andando con Jacuzzi XXL y Jardin Privado,"Puntuación: 7,0
7,0
Bien
1 comentario","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 120.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,3
9,3
Fantástico
138 comentarios","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 120.000,Finca El Peñol,"Puntuación: 6,4
6,4
Puntuación
17 comentarios","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 450.000,Finca El Peñol,"Puntuación: 6,4
6,4
Puntuación
17 comentarios","EL PEÑOL, GUATAPÉ",2025-06-30,2025-07-01
COP 179.400,Hotel y Termales Castillo Del Lago Guatape,"Puntuación: 9,7
9,7
Excepcional
4 comentarios",EL PEÑOL,2025-06-30,2025-07-01
COP 120.000,Kristal Natura Villas - Guatapé,"Puntuación: 9,3
9,3
Fantástico
138 comentarios",El peñol ,2025-06-30,2025-07-01
COP 160.000,Hotel Z3 Pereira,"Puntuación: 8,3
8,3
Muy bien
451 comentarios",Pereira,2025-06-30,2025-07-01
COP 120.000,Hotel Portobelo Guatape,"Puntuación: 9,0
9,0
Fantástico
129 comentarios",Guatapé ,2025-06-30,2025-07-01
COP 134.740,La Herradura lodge,"Puntuación: 9,6
9,6
Excepcional
149 comentarios",Santa rosa de cabal,2025-06-30,2025-07-01
COP 99.960,Hotel El Alba,"Puntuación: 7,6
7,6
Bien
19 comentarios",Cali,2025-06-30,2025-07-01
COP 120.000,Casa García Rent Home,"Puntuación: 9,0
9,0
Fantástico
382 comentarios",GUATAPE,2025-06-30,2025-07-01
