precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 108.160,El Tropico Boutique Hotel,"Puntuación: 9,2
9,2
Fantástico
1.628 comentarios",Arvum Hotel Boutique,El peñol,2025-09-09,2025-09-10
COP 536.540,Eden Hotel,"Puntuación: 8,4
8,4
Muy bien
53 comentarios",Eden Hotel ,El peñol,2025-09-09,2025-09-10
COP 82.080,Hotel La Magdalena Adult Only,"Puntuación: 9,3
9,3
Fantástico
152 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,Hobbit Hotel El peñol Guatapé,"Puntuación: 9,9
9,9
Excepcional
16 comentarios",Hotel Mansión Guatapé,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 380.960,Finca Santa Maria de las Cañadas,"Puntuación: 9,4
9,4
Fantástico
18 comentarios",Santa Maria de las Aguas  peñol,El peñol,2025-09-09,2025-09-10
COP 82.080,Tau House,"Puntuación: 9,4
9,4
Fantástico
386 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
222 comentarios",Vivanti Resort,GUATAPÉ,2025-09-09,2025-09-10
COP 480.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 9,9
9,9
Excepcional
16 comentarios",Atma Eco Village,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,Bethel Lozana Guatape,"Puntuación: 8,0
8,0
Muy bien
80 comentarios",Bethel Lozana Guatape,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,Bosko,"Puntuación: 9,0
9,0
Fantástico
249 comentarios",Bosko,GUATAPÉ,2025-09-09,2025-09-10
COP 82.080,"Rocks Glamping - Guatapé, El Peñol","Puntuación: 9,5
9,5
Excepcional
2 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 440.000,"Rocks Glamping - Guatapé, El Peñol","Puntuación: 9,5
9,5
Excepcional
2 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,Ibuku Hotel Guatapé - Chalets,"Puntuación: 8,4
8,4
Muy bien
77 comentarios",Ibuku Hotel Guatapé - Chalets,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,La Pausa Hotelbistro,"Puntuación: 9,7
9,7
Excepcional
457 comentarios",La Pausa Hotelbistro,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,3
9,3
Fantástico
59 comentarios",Levit Glamping - Hotel Guatapé Peñol,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,Luxé Cabañas,"Puntuación: 8,2
8,2
Muy bien
902 comentarios",Luxé Cabañas,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 841.500,Tau House,"Puntuación: 9,4
9,4
Fantástico
386 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,The Boato Hotel,"Puntuación: 9,1
9,1
Fantástico
1.190 comentarios",The Boato Hotel,"EL PEÑOL, GUATAPÉ",2025-09-09,2025-09-10
COP 82.080,El Trebol,"Puntuación: 9,6
9,6
Excepcional
221 comentarios",El Trebol,GUATAPÉ,2025-09-09,2025-09-10
